Monat Bedeckungsgrad Lufttemperatur Windstaerke Sonnenscheindauer Niederschlagshoehe
1942-12-15 4.11 -8.01 3.37 151.8 36
1943-01-15 5.5 -11.11 3.77 107.3 118.6
1943-02-15 4.48 -9.92 3 157.2 101.6
1943-03-15 4.19 -7.3 2.71 187.4 35.3
1943-04-15 5.6 -6.27 3.26 172.8 100
1943-05-15 6.22 -1.9 2.33 176.9 107.7
1943-06-15 7.37 -1.23 2.24 113.9 125.8
1943-07-15 5.89 2.21 2.22 187.1 88.9
1943-08-15 5.24 4.26 2.57 219.7 85.6
1943-09-15 5.79 1.79 2.44 154.7 115.5
1943-10-15 3.12 0.02 1.78 257.8 0
1943-11-15 4.86 -9.37 3.09 110.9 136.9
1943-12-15 4.58 -8.81 2.59 128.6 89.4
1944-01-15 4.69 -9.95 3.38 143.9 154.4
1944-02-15 5.04 -14.1 2.73 130.1 205.2
1944-03-15 6.91 -15.19 3.11 58.5 222.9
1944-04-15 6.28 -6.06 2.27 144.1 147.7
1944-05-15 5.91 -3.13 2.07 188.1 72.8
1944-06-15 6.6 -1.18 2.97 137.3 120.9
1944-07-15 6.75 1.86 3.19 140 147.9
1944-08-15 5.71 5.89 2.74 192.8 76.3
1944-09-15 5.34 0.15 2.82 149.7 119.4
1944-10-15 5.97 -4.89 3.23 127.6 88
1944-11-15 6.37 -9.36 4.58 87.1 263.6
1944-12-15 4.4 -11.4 3.37 139 115.6
1945-01-15 5.3 -16.26 3.87 102.8 96.7
1945-02-15 5.63 -8.6 4.58 116 113.9
1945-03-15 6 -8.84 3.8 120.8 136.4
1945-04-15 5.97 -5.85 3.51 168.3 86.5
1945-08-15 NA NA NA NA 34.7
1945-09-15 4.92 0.38 3.34 166.5 127.9
1945-10-15 4.45 -4.14 4.61 174.8 84.4
1945-11-15 3.71 -7.74 3.87 184.5 36.9
1945-12-15 6 -10.71 5.56 86.1 107.2
1946-01-15 3.89 -11.18 5.08 170 68.1
1946-02-15 7.2 -12.08 7.7 51.3 161.6
1946-03-15 5.1 -7.78 4.42 175.9 28.1
1946-04-15 4.31 -3.67 3.55 233 25.3
1946-05-15 6.08 -0.56 3.44 179.5 75.5
1946-06-15 6.52 0.05 4.57 121.6 133.9
1946-07-15 4.93 3.49 3.75 217.2 170.2
1946-08-15 5.39 2.28 4.65 187.3 102.8
1946-09-15 3.72 2.24 4.78 234.9 47.5
1946-10-15 4.68 -4.08 4.34 186.5 44.3
1946-11-15 4.75 -6.77 4.74 148.3 74
1946-12-15 5.04 -12.05 3.84 114.1 67.3
1947-01-15 4.52 -14.44 4.88 127.9 65.5
1947-02-15 5.51 -12.09 5.44 130.7 53.4
1947-03-15 6.67 -8.1 6.25 116.1 121.3
1947-04-15 5.23 -4.44 4.87 216.5 49.8
1947-05-15 5.41 0.22 3.26 190.3 82.7
1947-06-15 5.8 2.1 3.87 185 113.9
1947-07-15 4.76 4 3.73 223.9 143.8
1947-08-15 4.17 3.24 3.4 210.9 52.6
1947-09-15 3.79 2.3 3.79 211.3 16.1
1947-10-15 3.67 -1.01 3.46 225.4 22
1947-11-15 6.79 -7.22 6.95 65.8 199.4
1947-12-15 6.21 -12.85 6.02 69.8 155
1948-01-15 6.32 -9.41 6.71 105.1 135.3
1948-02-15 5.76 -12.2 6.1 109.3 140.9
1948-03-15 4.23 -6.2 4.91 234 40.4
1948-04-15 5.09 -6.16 4.23 207.4 91
1948-05-15 5.1 -1.36 3.84 223.3 47.9
1948-06-15 5.76 -1.08 4.48 169.4 174
1948-07-15 6.28 0.15 4.52 150.8 184.7
1948-08-15 5.55 2.53 4.1 159.8 128.1
1948-09-15 3.89 1.2 4.01 249.4 44.6
1948-10-15 4.59 -1.29 3.89 201.3 32.8
1948-11-15 4.22 -5.04 4.15 158.7 49.7
1948-12-15 3.17 -6.8 4.17 168.8 48.5
1949-01-15 4.28 -9.06 5.06 128.7 81.7
1949-02-15 3.17 -9.91 4.97 187.7 34.4
1949-03-15 5.2 -12.5 5.17 154.2 119.2
1949-04-15 4.94 -3.75 4.63 193.4 77.9
1949-05-15 5.75 -2.88 4.2 169.9 187.1
1949-06-15 6.09 -1.07 4.31 141 102.2
1949-07-15 5.01 2.05 3.27 202.7 80.5
1949-08-15 5.54 2.49 3.59 184 213
1949-09-15 4.36 3.08 2.75 191.9 90.1
1949-10-15 3.79 0.06 3.14 223.1 57.9
1949-11-15 4.81 -8.45 4.29 116.9 76.5
1949-12-15 4.83 -8.07 5.13 117.9 176.6
1950-01-15 4.57 -10.98 4.93 101.5 184.2
1950-02-15 5.64 -8.58 5.16 114.4 154.2
1950-03-15 3.84 -8.02 3.9 220.7 71
1950-04-15 6.33 -8.44 4.11 131.9 178.7
1950-05-15 5.04 -0.79 2.97 234.9 105.5
1950-06-15 4.86 2.63 3.05 233.3 62.8
1950-07-15 5.16 4.39 3.57 216.5 108.5
1950-08-15 5.16 3.63 3.22 190.3 175.2
1950-09-15 6.15 -0.45 4.33 120.6 171.7
1950-10-15 3.82 -2.79 3.29 189.3 59.2
1950-11-15 5.79 -8.13 5.89 75.2 288.1
1950-12-15 5.31 -11.95 4.43 106.4 77.6
1951-01-15 5.93 -9.8 5.22 94.2 318.1
1951-02-15 5.49 -11.54 4.79 90.7 142.6
1951-03-15 6.06 -10.93 4.62 100.6 226.6
1951-04-15 4.91 -7.24 4.05 213.6 86.7
1951-05-15 5.4 -2.55 3.35 190 157.4
1951-06-15 5.94 0.79 3.2 142.1 170.1
1951-07-15 4.93 3.05 3.26 192.2 196.8
1951-08-15 4.73 3.72 3.73 204.5 121.4
1951-09-15 4.79 2.06 3.35 185.4 125.5
1951-10-15 2.51 -2.26 2.88 239.3 14.1
1951-11-15 6.16 -6.23 5.48 82.1 197.2
1951-12-15 4.12 -7.35 4.47 149.5 112.2
1952-01-15 5.48 -13.45 5.63 96.9 281
1952-02-15 5.7 -13.96 4.82 97.5 276.4
1952-03-15 5.84 -9.36 5.17 126.1 282.5
1952-04-15 5.37 -3.84 3.46 186.4 35.9
1952-05-15 6.29 -3.44 3.7 132.5 163.5
1952-06-15 5.45 1.05 4.03 172.4 124.9
1952-07-15 4.79 5.01 2.45 241.5 114.2
1952-08-15 5.32 3.81 3.27 190.8 179.3
1952-09-15 6.02 -3.09 4.52 104.5 150.2
1952-10-15 6.73 -5.26 5.13 80.3 303.7
1952-11-15 6.22 -10.59 5.46 75.3 295.2
1952-12-15 5.53 -11.11 5 81.9 184.7
1953-01-15 4.18 -12.79 3.94 147.3 78.3
1953-02-15 4.8 -12.39 4.36 158 114.5
1953-03-15 3.35 -8.63 3.44 247.3 94.4
1953-04-15 5.14 -5.14 3.02 176.7 173.4
1953-05-15 5.61 -2.63 3.54 187.7 242.4
1953-06-15 6.94 0.41 2.36 96.5 179.6
1953-07-15 5.86 3.35 3.13 182.4 266.2
1953-08-15 5.14 2.45 3.15 182 127.4
1953-09-15 4.56 1.93 4.18 199.6 63.8
1953-10-15 4.22 -0.94 3.05 186.3 62.8
1953-11-15 3 -3.1 3.45 217.6 27.3
1953-12-15 4.53 -6.85 3.93 141.5 121.5
1954-01-15 5.8 -14.85 5.96 79.6 271.4
1954-02-15 4.85 -11.58 4.39 132.6 71.3
1954-03-15 5.12 -8.42 3.39 178.1 92.7
1954-04-15 6.33 -8.17 3.51 110.8 232
1954-05-15 5.99 -3.73 3.03 154.4 242.6
1954-06-15 6.29 1.63 2.91 150.9 205.4
1954-07-15 6.76 -0.36 4.84 108.5 388.6
1954-08-15 5.95 1.24 3.78 136.6 134.1
1954-09-15 5.14 0.61 4.65 173 195.9
1954-10-15 4.81 -2.9 3.99 160.5 166.2
1954-11-15 4.54 -6.5 3.99 142.2 124.1
1954-12-15 5.13 -9.17 5.33 107.6 361.6
1955-01-15 4.66 -8.13 4.43 144.1 149.5
1955-02-15 6.59 -13.7 5.46 58.8 338.2
1955-03-15 4.78 -11.12 4.56 184.5 92
1955-04-15 5.84 -8.52 4.01 161.3 319.5
1955-05-15 5.64 -4.2 4.08 184 189.4
1955-06-15 6.62 -0.25 3.21 113.6 189.9
1955-07-15 6.23 2.13 2.91 127.1 251.3
1955-08-15 5.76 0.79 2.48 130.7 115.8
1955-09-15 4.9 -0.51 3.07 169.4 131.2
1955-10-15 4.46 -4.29 4.35 173.5 103.5
1955-11-15 4.27 -7.28 3.84 152 91.6
1955-12-15 6.54 -8.35 5.99 79.1 227.8
1956-01-15 4.99 -10.23 5.27 132 200
1956-02-15 4.12 -19.05 3.67 158.8 96.9
1956-03-15 5.45 -10.63 4.31 163.4 241.7
1956-04-15 6.41 -8.95 3.73 119.5 213
1956-05-15 5.56 -2.77 3.22 187.3 140.9
1956-06-15 6.92 -2.03 3.89 97.9 311.5
1956-07-15 5.68 2.14 3.66 197.3 102.7
1956-08-15 5.62 1.37 4.76 181.1 156.6
1956-09-15 4.03 2.37 3.88 216.5 53.7
1956-10-15 4.37 -4.33 3.4 193.9 181.8
1956-11-15 5.13 -8.61 3.96 116.6 149.6
1956-12-15 4.55 -9.83 4.19 127.3 84.7
1957-01-15 4.89 -10.92 4.95 126 172.1
1957-02-15 6.12 -9.5 5.98 94.1 233.2
1957-03-15 5.01 -6.18 4.32 173.3 93.5
1957-04-15 5.55 -6.96 3.21 155.2 166
1957-05-15 5.8 -5.07 3.09 127.2 134.9
1957-06-15 5.67 1.8 3.8 179.8 134.6
1957-07-15 6.08 2.23 3.11 141.2 249.7
1957-08-15 5.91 1.13 4.15 161.7 156.9
1957-09-15 5.87 -1.36 5.14 128.2 102.5
1957-10-15 2.42 -0.75 2.97 269 35.3
1957-11-15 3.81 -4.67 4.1 184.5 61.1
1957-12-15 3.81 -9.5 5.24 144.6 61.6
1958-01-15 4.92 -10.62 4.17 136.5 177.6
1958-02-15 6.33 -9.48 6.28 82 202
1958-03-15 5.44 -13.44 4.08 156.3 181.5
1958-04-15 5.76 -9.78 4.03 157.7 222.8
1958-05-15 5.35 0.23 4.32 209.3 86.4
1958-06-15 6.01 -0.34 3.32 164.1 228.7
1958-07-15 5.7 3.05 3.18 180.5 161.1
1958-08-15 5.25 3.57 3.37 186.7 114.5
1958-09-15 4.39 1.79 3.73 199 124.6
1958-10-15 4.77 -3.15 3.7 140.4 280.2
1958-11-15 4.38 -4.96 2.45 149.9 62.4
1958-12-15 4.62 -8.85 5.08 128.2 122.7
1959-01-15 5.35 -12.76 5.22 92.6 205
1959-02-15 2.44 -7.38 2.71 215.9 23.8
1959-03-15 5.24 -5.87 2.39 155.2 103.7
1959-04-15 4.9 -5.81 3.44 210.4 146.6
1959-05-15 5.54 -2.19 1.87 180 153.7
1959-06-15 6.65 0.33 2.67 93.6 297.1
1959-07-15 5.35 3.68 2.64 186.4 143.8
1959-08-15 5.4 1.97 2.47 180.1 181.5
1959-09-15 2.93 1.93 2.21 251.3 46.1
1959-10-15 3.48 -2.43 3.1 221 60.8
1959-11-15 4.1 -6.23 3.46 147.6 76
1959-12-15 4.95 -9.06 3.96 102.9 191.3
1960-01-15 5.53 -12 4.27 108.6 188.3
1960-02-15 5.63 -10.05 5.11 106.5 165.4
1960-03-15 5 -8.27 3.16 161.2 185.6
1960-04-15 5.79 -7.79 2.94 140.1 222.9
1960-05-15 5.82 -2.63 3.58 148 126.8
1960-06-15 5.88 1.19 3.05 147.6 164.2
1960-07-15 6.54 0.45 3.34 121.3 220.4
1960-08-15 6.04 1.61 4.31 158.9 164
1960-09-15 5.3 -1.1 3.5 160.4 148.9
1960-10-15 6.13 -4.18 5.49 101 117.3
1960-11-15 5.73 -6.9 4.82 95.8 105.7
1960-12-15 4.83 -9.07 4.19 116.5 65.7
1961-01-15 5.17 -9.78 4.42 121.3 67.6
1961-02-15 4.99 -8.74 4.82 130.5 236.5
1961-03-15 4.48 -8.19 4.39 201.3 120.6
1961-04-15 6.2 -3.64 3.56 138.7 148.7
1961-05-15 6.69 -4.56 4.07 127.4 319.8
1961-06-15 5.7 1.6 3.38 192.8 128.4
1961-07-15 6.16 0.42 4.33 144.3 148.6
1961-08-15 4.79 2.1 3.98 223.4 167.8
1961-09-15 3.8 3.98 3.41 223.9 57.7
1961-10-15 4.27 -1.13 3.15 216.3 51.4
1961-11-15 4.67 -5.84 4.19 151.7 61.4
1961-12-15 4.91 -9.59 5.44 124.4 171.3
1962-01-15 5.61 -10.23 5.41 103.3 222.1
1962-02-15 5.24 -12.85 5.36 121 240.5
1962-03-15 5.51 -13.08 4.48 169.8 171.4
1962-04-15 5.84 -7.72 4.64 156.2 280.5
1962-05-15 6.5 -4.9 4.23 124.7 275
1962-06-15 6.17 -1.72 3.14 163.3 94.6
1962-07-15 6.15 0.9 3.59 160 159.5
1962-08-15 4.58 3.63 4 253.4 92
1962-09-15 4.68 -0.17 3.66 198.1 96.2
1962-10-15 2.54 -0.89 3.02 260 58.2
1962-11-15 5.39 -8.9 3.74 123.2 71.9
1962-12-15 4.53 -12.06 4.83 127 305.9
1963-01-15 5.51 -16.13 4.12 93.1 124
1963-02-15 4.33 -13.91 3.82 161.4 49.6
1963-03-15 5.61 -9.84 4.26 151.8 193.4
1963-04-15 6.1 -5.64 3.34 148.4 132.5
1963-05-15 6.1 -2.89 2.41 168.5 143.2
1963-06-15 6.12 1.12 3.19 167.4 165.2
1963-07-15 5.3 3.54 2.45 203.1 116.4
1963-08-15 5.72 2.04 3.74 175.2 226.1
1963-09-15 5.43 1.21 3.08 159.8 118.7
1963-10-15 3.94 -2.12 3.34 224.7 55.8
1963-11-15 6.04 -4.7 4.78 122.6 124.6
1963-12-15 3.27 -9.09 2.54 188.7 25.5
1964-01-15 2.62 -8.76 2.78 211.5 62.1
1964-02-15 5.34 -10.38 3.63 135.4 170.2
1964-03-15 5.72 -9.38 3.95 131.1 129.7
1964-04-15 5.98 -5.88 3.95 162 180.7
1964-05-15 6.23 -1.9 3.59 161.6 189.3
1964-06-15 5.68 2.04 3.06 174.4 138.8
1964-07-15 5.36 2.95 2.75 200.9 138.4
1964-08-15 5.05 1.72 3.1 176.6 199.7
1964-09-15 3.96 1.08 3.57 210.7 143.9
1964-10-15 6.09 -5.45 3.41 99.9 288.5
1964-11-15 5.56 -6.05 4.56 105 154.5
1964-12-15 4.48 -9.4 4.33 121.2 118.4
1965-01-15 6.5 -11.31 4.79 62.5 220.2
1965-02-15 4.96 -17.22 4.41 110.3 251.9
1965-03-15 5.17 -10.49 4.37 150.8 180.2
1965-04-15 6.44 -9.43 3.43 110.1 387.7
1965-05-15 6.93 -4.52 4.02 99.6 343.6
1965-06-15 6.11 0.95 3.83 154.5 299.7
1965-07-15 6.55 0.83 3.82 139.6 163.9
1965-08-15 5.48 0.99 3.26 159.5 128.6
1965-09-15 5.26 -0.87 3.87 152.9 101.7
1965-10-15 2.44 0.09 2.86 270 6
1965-11-15 6.28 -9.12 4.98 80.9 131.1
1965-12-15 6.71 -10.47 5.95 35.6 311
1966-01-15 5.48 -13.5 4.59 106.6 124.3
1966-02-15 6.07 -7.05 5.54 86.1 148.4
1966-03-15 5.75 -12.36 4.88 114 380.2
1966-04-15 5.73 -5.29 3.69 169 166.9
1966-05-15 5.54 -2.69 3.29 179.3 271
1966-06-15 5.81 0.74 3.33 154.6 188.2
1966-07-15 6.32 0.5 3.62 129.8 263.5
1966-08-15 5.81 1.01 3.72 153.6 253.6
1966-09-15 4.24 2.02 3.72 226 80.2
1966-10-15 5.33 -1.11 4.15 153.2 79.1
1966-11-15 5.37 -10.27 4.65 121.9 191.9
1966-12-15 6.55 -11.78 5.73 56.1 310.5
1967-01-15 5.22 -12.18 4.62 112.6 205.1
1967-02-15 4.87 -10.49 5.41 123.1 121.4
1967-03-15 5.74 -9.84 5.57 124 443
1967-04-15 5.41 -8.6 4.54 170.8 275.6
1967-05-15 5.79 -2.84 3.65 186.8 201.9
1967-06-15 5.21 -0.69 3.21 196.3 201.9
1967-07-15 5.13 4.02 3.26 204.6 162.8
1967-08-15 5.43 2.53 3.55 176.7 111.6
1967-09-15 5.31 0.26 3.62 163.2 123.4
1967-10-15 3.88 -0.34 4.5 237 47.2
1967-11-15 4.37 -4.63 4.61 148.5 44.8
1967-12-15 5.01 -12.49 4.85 99.2 144.9
1968-01-15 5.74 -14.11 5.95 106.7 438.3
1968-02-15 5.09 -10.59 4.94 141.1 77.4
1968-03-15 4.73 -9.47 5.06 186.1 156.2
1968-04-15 4.63 -5.3 3.59 213.6 95.8
1968-05-15 5.99 -3.17 3.75 158.3 147.3
1968-06-15 6.4 0.28 3.67 156.9 142
1968-07-15 5.33 1.54 3.41 178.6 261.1
1968-08-15 6.58 0.51 3.76 96.7 220.5
1968-09-15 5.44 -1.04 3.89 132.5 138.3
1968-10-15 4.35 -0.77 4.15 166.1 102.9
1968-11-15 4.29 -5.32 3.86 148.9 34.7
1968-12-15 3.86 -11.31 3.9 143.7 137.8
1969-01-15 5.09 -9.41 4.03 138.2 154.4
1969-02-15 5.78 -14.86 3.99 113.3 112.1
1969-03-15 4.64 -9.49 3.27 177.9 77.4
1969-04-15 5.49 -7.84 4.13 159.4 177.6
1969-05-15 5 -1.02 3.46 212.4 99.4
1969-06-15 6.5 -1.16 3.02 124.3 196.3
1969-07-15 5.59 3.22 2.85 190.7 223.4
1969-08-15 6.47 0.84 3.24 128.4 231.4
1969-09-15 4.35 2.22 2.45 211.2 29.8
1969-10-15 2.98 0 3.56 244.5 25.8
1969-11-15 5.35 -7.48 5.66 118.2 105.6
1969-12-15 4.28 -13.4 4.25 136.6 98
1970-01-15 4.75 -9.88 4.9 126.2 95.8
1970-02-15 7.16 -14.59 5.86 34.8 402.1
1970-03-15 5.98 -13.05 4.9 112.3 209.1
1970-04-15 6.88 -10.16 4.89 90.4 339
1970-05-15 6.61 -5.21 4.81 103.4 239.4
1970-06-15 6.2 1.34 3.22 158.5 100.5
1970-07-15 5.78 1.78 3.94 171.6 177.3
1970-08-15 5.7 2.62 3.19 148.9 305.9
1970-09-15 4 1.44 3.7 231.8 92.4
1970-10-15 4.67 -3.17 4.57 165.3 292.4
1970-11-15 5.52 -5.36 4.98 102.2 220.8
1970-12-15 4.5 -10.67 3.94 135.4 118.3
1971-01-15 4.79 -10.42 4.27 129.8 31.7
1971-02-15 5.01 -12.58 3.96 118.2 278.1
1971-03-15 5.31 -13.8 3.75 140.5 126.6
1971-04-15 4.76 -4.93 3.19 203.7 54.1
1971-05-15 6.29 -0.82 2.68 159.9 115
1971-06-15 6.9 -1.32 3.83 102.4 224.3
1971-07-15 4.24 3.39 2.36 242.1 95.8
1971-08-15 4.93 4.65 3.14 221.7 163.5
1971-09-15 4.34 -1.3 2.81 207.8 97.6
1971-10-15 3.16 -0.91 3.98 249 23.4
1971-11-15 5.13 -7.95 5.03 116.9 168
1971-12-15 3.79 -6.53 4.82 165.9 116.3
1972-01-15 4.18 -10 3.86 152.1 27.4
1972-02-15 5.64 -8.14 4.33 120.5 56.5
1972-03-15 4.7 -7.49 4.11 183.4 29.4
1972-04-15 6.7 -7.43 4.12 100.7 260.5
1972-05-15 6.83 -3.95 3.68 116.5 131.4
1972-06-15 6.06 0.09 3.7 166.2 128.9
1972-07-15 6.25 2.04 3.11 126.9 246.4
1972-08-15 5.31 1.85 3.07 198.9 148.4
1972-09-15 5.24 -3.64 2.87 136.1 66.5
1972-10-15 3.38 -3.38 4.27 230.4 182.4
1972-11-15 4.76 -6.7 5.56 124.3 236.9
1972-12-15 2.96 -6.06 4.78 200.1 15
1973-01-15 4.11 -9.18 4.48 149.4 146
1973-02-15 5.29 -13.62 4.88 114.8 190.7
1973-03-15 4.76 -11.2 3.97 177.2 159.2
1973-04-15 6.55 -10.85 4.64 119.3 215
1973-05-15 5.67 -1.79 4.42 187.8 110.7
1973-06-15 6 1.19 3.74 167.7 143
1973-07-15 6.69 1.3 3.82 89 174.3
1973-08-15 4.63 4.34 2.95 210.8 111.9
1973-09-15 4.85 1.3 3.42 173.6 78.7
1973-10-15 4.34 -3.15 4.86 171.4 178.9
1973-11-15 5.24 -8.3 5.65 118.8 223.8
1973-12-15 5.45 -10.37 5.7 85.2 240.9
1974-01-15 5.64 -7.78 4.88 111.4 150.3
1974-02-15 5.63 -10.29 4.13 104.8 114.4
1974-03-15 5.61 -7.86 3.75 139.5 91.5
1974-04-15 5.69 -7.89 2.82 153.9 141.5
1974-05-15 5.76 -4.08 3.77 174.4 183.4
1974-06-15 6.73 -1.97 4.41 120.6 256.3
1974-07-15 6.05 0.96 4.94 174.4 204
1974-08-15 4.92 3.97 3.31 229.6 164.3
1974-09-15 4.99 -0.08 3.9 192 225.8
1974-10-15 7.25 -10.48 4.48 48.5 261
1974-11-15 5.36 -8.02 5.22 123 192.9
1974-12-15 5.79 -9.21 6.25 81.5 370.4
1975-01-15 5.12 -8.06 5.15 122.9 159.5
1975-02-15 2.74 -9.66 3.22 215.5 53.7
1975-03-15 5.85 -10.69 3.47 131.5 133.4
1975-04-15 5.69 -7.81 4 167.6 160.7
1975-05-15 5.44 -1.96 3.55 199.5 99.1
1975-06-15 6.26 -1.14 4.17 131.2 216.3
1975-07-15 5.28 2.34 3.75 210.3 204.2
1975-08-15 5.24 2.68 2.84 172 173.5
1975-09-15 4.62 2.7 4.91 185.1 58.5
1975-10-15 3.73 -3.42 4.23 195.4 96.2
1975-11-15 4.55 -7.46 4.85 145.2 174.1
1975-12-15 3.13 -7.26 4.35 166.1 30.7
1976-01-15 6.12 -12.31 5.54 73.3 357.6
1976-02-15 3.44 -8.15 2.35 195.2 38.9
1976-03-15 4.71 -11.67 3.77 199.9 84.5
1976-04-15 4.79 -7.28 3.9 191.4 111.7
1976-05-15 5.3 -2.39 4.05 190.5 205.8
1976-06-15 4.87 0.98 3.68 201.7 136.6
1976-07-15 5.73 2.78 3.14 161.3 239.3
1976-08-15 6.36 -0.27 3.69 115.3 138.2
1976-09-15 5.44 -1.7 4.6 145.3 140
1976-10-15 4.82 -1.23 4.98 170.3 52.7
1976-11-15 5.26 -8.34 6.15 110.1 294.6
1976-12-15 4.56 -12.07 6.47 132.2 172.9
1977-01-15 5.83 -11.26 6.38 76.4 154.3
1977-02-15 5.91 -10.12 6.73 93.7 221.6
1977-03-15 5.53 -6.6 6.05 161.2 144.1
1977-04-15 6.61 -8.65 5.8 114.8 398.5
1977-05-15 5.78 -2.74 3.95 185.2 102.7
1977-06-15 5.73 0.27 3.71 183.2 138
1977-07-15 5.92 2.04 3.79 177.8 141.3
1977-08-15 6.42 1.03 3.59 121.7 144.9
1977-09-15 5.1 -1.56 3.28 161.4 95.6
1977-10-15 3.98 -0.28 3.7 209.6 62
1977-11-15 5.72 -8.98 6.36 103.9 235.7
1977-12-15 4.77 -7.44 4.82 106.3 169.7
1978-01-15 5.21 -11.69 5.82 113.5 150.7
1978-02-15 5.73 -11.99 5.45 101.5 162.6
1978-03-15 6.09 -9.74 5.32 124.9 264.7
1978-04-15 5.58 -8.48 2.15 178.4 192.3
1978-05-15 6.86 -4.99 3.39 98.8 249.8
1978-06-15 6.24 -1.32 2.47 161.9 127.8
1978-07-15 6.17 0.55 3.09 133.9 166.2
1978-08-15 5.55 0.62 2.65 183.4 147.4
1978-09-15 5.74 -1.44 4.41 141.8 183.2
1978-10-15 3.78 -1.73 4.81 196.8 164.7
1978-11-15 2.74 -4.8 3.82 234.7 48.6
1978-12-15 5.59 -8.25 6.04 87.7 94.6
1979-01-15 5.52 -14.24 5.1 94 190.8
1979-02-15 5.34 -10.75 4.84 129.1 101.7
1979-03-15 6.22 -9.75 5.58 126.5 242.1
1979-04-15 6.12 -9.38 3.36 136.8 244.7
1979-05-15 4.71 -3.24 4.04 248 145.3
1979-06-15 6.31 1.11 3.96 165.9 349.1
1979-07-15 6.92 0.73 4.88 109.5 111.8
1979-08-15 5.8 1.12 3.58 184.1 209
1979-09-15 3.85 0.96 3.33 230.1 95
1979-10-15 4.99 -1.13 4.26 175.6 39.6
1979-11-15 5.68 -8.24 4.85 105.3 269.6
1979-12-15 5.65 -9.5 5.77 70.7 268
1980-01-15 5.3 -13.26 4.52 112.5 268.7
1980-02-15 4.68 -10.17 3.92 139.5 153.6
1980-03-15 6.01 -10.25 3.8 137.6 151.7
1980-04-15 5.98 -10.79 2.8 131.1 553.5
1980-05-15 6.23 -4.71 1.87 151.8 102.2
1980-06-15 6.82 -1.63 3.03 91.8 195.3
1980-07-15 6.05 0.16 3.87 141.7 224.2
1980-08-15 5.51 3.3 3.49 201.5 104.6
1980-09-15 4.27 1.19 4.54 205.2 100.3
1980-10-15 5.74 -4.3 5.27 124.9 215.6
1980-11-15 4.99 -7.71 5 116.1 134.8
1980-12-15 5.53 -12.1 4.8 93.4 298.1
1981-01-15 5.26 -14.7 4.91 103.5 417.1
1981-02-15 3.4 -12.36 3.38 198.8 155.3
1981-03-15 6.4 -7.45 4.66 130.6 231.3
1981-04-15 4.76 -5.94 2.49 196.7 72.2
1981-05-15 6.14 -2.75 3.06 154.6 151.2
1981-06-15 6.03 0.54 3.19 168.2 149
1981-07-15 6.39 1.02 3.17 138.4 355.8
1981-08-15 5.26 2.34 2.71 196.1 117.1
1981-09-15 6.25 0.65 3.26 111.7 189.4
1981-10-15 5.75 -4.36 5.65 124.8 247.1
1981-11-15 5.44 -9.75 3.94 105.5 301.2
1981-12-15 6.79 -13.44 5.18 45.2 337.7
1982-01-15 5.1 -9.63 3.56 116.5 304.6
1982-02-15 3.75 -10.53 2.48 186.4 29.6
1982-03-15 5.46 -10.99 3.07 149.5 292.5
1982-04-15 5.95 -9.38 2.89 155.5 152
1982-05-15 4.93 -2.34 2.58 232.5 111
1982-06-15 6.12 1.09 3.57 155.4 221.2
1982-07-15 5.7 3.91 2.56 193.3 184.6
1982-08-15 5.96 2.61 3.28 139.7 160.5
1982-09-15 3.81 3.52 2.71 227.5 78.2
1982-10-15 4.66 -2.91 3.93 164.8 92.7
1982-11-15 4.42 -4.76 4.63 158.6 103.3
1982-12-15 5.21 -9.88 4.69 92.1 188.1
1983-01-15 5.45 -8.59 5.23 105.8 380.7
1983-02-15 3.85 -13.59 3.45 160.1 85.8
1983-03-15 4.97 -8.43 3.85 162.4 104.8
1983-04-15 6.14 -6.14 4.56 151.6 196.2
1983-05-15 6.34 -3.85 3.95 143 173.1
1983-06-15 6.05 0.86 2.82 159.1 217.2
1983-07-15 4.17 6.23 2.96 267.6 89.9
1983-08-15 5.35 3.05 2.41 165.3 255.6
1983-09-15 4.92 1.29 4.34 169.3 139.4
1983-10-15 4.31 -2.43 3.86 192.4 103.7
1983-11-15 3.39 -5.6 3.66 188.5 218.3
1983-12-15 4.41 -8.93 4.41 137.7 132.3
1984-01-15 5.93 -12.48 5.38 67.6 247.9
1984-02-15 5.17 -13.97 4.34 144.5 265.1
1984-03-15 3.9 -12.12 3.67 211.3 161.6
1984-04-15 5.07 -8.84 3.26 182.2 78.8
1984-05-15 6.3 -4.85 3.91 136.3 135.8
1984-06-15 5.95 -1.51 4.47 148.5 194.7
1984-07-15 5.62 1.65 4.15 189.5 144.9
1984-08-15 5.44 1.85 2.74 166.9 129.5
1984-09-15 5.9 -1.92 3.82 137.6 299.7
1984-10-15 4.14 -1.6 3.62 200.7 60.1
1984-11-15 4.44 -3.22 4.45 151 91.5
1984-12-15 4.18 -8.71 3.33 133.2 114.7
1985-01-15 5.85 -15.99 4.51 89.3 150.3
1985-02-15 5.23 -11.47 3.61 118.5 164.9
1985-03-15 5.64 -11.47 4.2 155.1 159.3
1985-04-15 5.76 -7.73 4.9 175.4 264
1985-05-15 5.75 -2.29 3.94 183.5 98.4
1985-06-15 6.94 -2.13 4.01 128.2 213.9
1985-07-15 5.47 3.75 3.58 215.9 148.4
1985-08-15 4.62 2.67 3.73 238.7 237.1
1985-09-15 4.05 1.8 3.46 224.7 61.1
